Date,Time (utc),Region,Magnitude,Depth (km),Latitude,Longitude,Mode,Map
21/05/2024,00:39:48,"Bonin Islands, Japan",5.0,132,26.29 N,141.47 E,A,-
20/05/2024,23:53:50,Central Peru,5.2,212,14.87 S,70.13 W,A,-
20/05/2024,22:46:51,Afghanistan-Tajikstan Border Region,3.9,120,37.36 N,71.77 E,A,-
20/05/2024,21:27:02,Xizang,4.9,35,33.63 N,82.16 E,A,-
20/05/2024,20:34:42,"Hindu Kush Region, Afghanistan",4.7,186,36.55 N,70.40 E,A,-
20/05/2024,18:32:14,Kyrgyzstan-Xinjiang Border Region,4.4,101,41.86 N,77.27 E,M,-
20/05/2024,05:10:23,Kyrgyzstan-Xinjiang Border Region,5.5,10,40.29 N,77.07 E,A,-
20/05/2024,05:00:10,Afghanistan-Tajikistan Border Region,3.2,90,36.32 N,72.74 E,M,-
20/05/2024,00:19:18,"18 Km SW of Jaglot, GB",3.8,38,35.56 N,74.50 E,M,-
19/05/2024,19:59:05,"Fox Islands, Aleutain Islands",5.0,10,52.07 N,170.44 W,A,-
19/05/2024,18:29:59,Papua New Guinea Region,5.5,65,6.12 S,147.49 E,A,-
19/05/2024,15:58:18,Tajikistan,3.7,195,37.12 N,72.49 E,M,-
19/05/2024,15:33:24,Norhern Mid-Atlantic Ridge,5.0,10,30.30 N,42.40 W,A,-
19/05/2024,11:21:12,"Fox islands, aleutain islands",5.7,10,52.16 N,170.64 E,A,-
19/05/2024,09:35:21,"Fox islands, aleutain islands",5.9,10,52.18 N,170.60 E,A,-
19/05/2024,08:15:35,"southeneast of honshu,japan",4.1,262,33.81 N,138.44 E,A,-
19/05/2024,05:57:45,"Hindu Kush Region, Afghanistan",3.7,80,35.26 N,69.07 E,A,-
19/05/2024,02:48:47,Chitral,3.2,56,35.86 N,71.76 E,M,-
19/05/2024,02:31:23,North of Svalbard,5.3,10,85.30 N,12.58 E,A,-
19/05/2024,02:25:56,Afghanistan-Tajikstan Border Region,3.2,74,36.30 N,71.37 E,M,-
19/05/2024,01:38:28,"Hindu Kush Region, Afghanistan",3.9,194,36.60 N,70.78 E,M,-
19/05/2024,00:46:18,Kyrgyzstan-Xinjiang Border Region,4.8,213,40.81 N,77.85 E,M,-
19/05/2024,00:27:41,"Hindu Kush Region, Afghanistan",3.7,121,36.87 N,70.98 E,M,-
18/05/2024,19:39:06,Tajikistan-Xinjiang Border Region,4.8,121,37.36 N,75.36 E,M,-
18/05/2024,16:25:36,Afghanistan-Tajikstan Border Region,3.7,118,36.61 N,72.67 E,M,-
18/05/2024,15:45:49,"Near East Coast of Honshu, Japan",4.8,10,37.09 N,141.91 E,A,-
18/05/2024,14:04:47,"New Ireland Region, Papua New Gulnea",5.6,14,3.74 S,151.98 E,A,-
18/05/2024,12:32:12,"Hindu Kush Region, Afghanistan",3.5,156,35.30 N,70.47 E,M,-
18/05/2024,07:10:29,"Southern Xinjiang, China",3.6,187,40.28 N,78.38 E,M,-
18/05/2024,06:26:10,Celebes Sea,5.2,521,3.88 N,123.04 E,A,-
18/05/2024,03:06:58,South Indian Ocean,4.9,10,14.79 S,94.53 E,A,-
17/05/2024,20:58:27,Kermadec Island Region,5.5,188,29.09 S,178.57 W,A,-
17/05/2024,13:56:06,"Off Coast of Chiapas, Mexico",5.1,29,13.87 N,92.67 W,A,-
17/05/2024,09:00:14,Tajikistan,3.1,217,39.36 N,70.52 E,M,-
17/05/2024,02:52:31,Tajikistan-Xinjiang Border Region,4.4,176,38.63 N,74.10 E,M,-
16/05/2024,15:22:21,"Andreanof Islands, Aleutian Islands",4.7,10,51.44 N,179.12 W,A,-
16/05/2024,07:29:25,Fiji Island Region,5.0,606,20.49 S,179.06 W,A,-
16/05/2024,07:29:20,Fiji Islands Region,5.4,573,20.52 S,178.68 W,A,-
16/05/2024,06:31:41,"New Ireland Region, Papua New Gulnea",5.3,10,3.96 S,151.73 E,A,-
16/05/2024,05:53:14,Afghanistan-Tajikstan Border Region,2.4,91,36.00 N,72.61 E,M,-
16/05/2024,05:13:52,Near Coast of Peru,5.2,11,14.42 S,76.25 W,A,-
16/05/2024,03:48:08,"Eastern New Guinea Reg., P.N.G.",5.4,62,7.19 S,148.42 E,A,-
15/05/2024,22:42:24,Afghanistan-Tajikstan Border Region,3.6,78,36.26 N,72.09 E,M,-
15/05/2024,22:14:19,Southern Mid Atlantic Ridge,5.2,5,26.44 S,11.41 W,A,-
15/05/2024,19:30:16,Xizang,4.6,10,33.60 N,82.12 E,A,-
15/05/2024,19:03:33,Tajikistan,3.8,85,39.11 N,70.61 E,M,-
15/05/2024,12:42:53,"Crete, Greece",4.8,90,35.05 N,26.31 E,A,-
15/05/2024,11:52:09,Afghanistan-Tajikstan Border Region,3.8,98,36.48 N,71.09 E,M,-
15/05/2024,09:42:56,"Java, Indonesia",5.3,261,5.68 S,106.73 E,A,-
15/05/2024,06:46:02,Tonga Islands,5.3,114,18.32 S,174.53 W,A,-
15/05/2024,06:19:25,"Hindu Kush Region, Afghanistan",3.8,192,36.94 N,70.66 E,M,-
15/05/2024,02:56:48,"Hindu Kush Region, Afghanistan",4.2,164,36.01 N,70.89 E,M,-
15/05/2024,01:41:07,Kermadec Islands Region,5.3,89,28.55 S,177.28 W,A,-
15/05/2024,00:30:09,Mona Passage,5.1,20,19.04 N,67.43 W,A,-
14/05/2024,17:15:38,"New Britain Region, Papua New Guinea",5.7,14,5.38 S,150.04 E,A,-
14/05/2024,10:38:28,Afghanistan-Tajikistan Border Region,4.4,226,36.69 N,71.15 E,A,-
14/05/2024,08:11:09,"Sumbawa region, Indonesia",5.2,10,8.38 S,116.01 E,A,-
14/05/2024,07:12:24,Southeastern Afghanistan,4.2,90,33.97 N,68.70 E,M,-
13/05/2024,19:03:21,"Volcano Island, Japan",4.9,94,23.53 N,144.17 E,A,-
13/05/2024,14:08:36,Banda Sea,4.9,291,7.69 S,123.65 E,A,-
13/05/2024,12:32:35,"New Britain region, Papua New Guinea",5.7,129,5.45 S,148.08 E,A,-
13/05/2024,09:18:52,New coast of Central Chille,5.3,10,35.55 E,72.99 W,A,-
13/05/2024,05:34:03,Afghanistan-Tajikistan Border Region,3.6,171,36.54 N,71.43 E,M,-
13/05/2024,03:31:09,55 KM NW of Peshwar,3.5,32,34.47 N,71.28 E,M,-
13/05/2024,03:14:56,"Hindu Kush Region, Afghanistan",3.5,78,35.11 N,71.00 E,M,-
13/05/2024,02:47:01,Central East pacific Rise,4.6,10,4.18 S,104.46 W,A,-
13/05/2024,01:23:59,Afghanistan-Tajikistan Border Region,3.8,171,37.40 N,70.53 E,M,-
13/05/2024,00:28:15,"Minahassa Peninsula, Sulawesi",5.2,297,0.90 N,123.84 E,A,-
12/05/2024,22:56:35,"Lake Baykal Region, Russia",4.9,10,52.89 N,107.93 E,A,-
12/05/2024,21:36:05,Ethiopia,5.0,10,4.54 N,36.19 E,A,-
12/05/2024,19:18:32,Tajikistan-Xinjiang Border Region,3.9,170,38.43 N,73.30 E,M,-
12/05/2024,16:21:11,Tajikistan-Xinjiang Border Region,3.7,180,38.27 N,74.50 E,M,-
12/05/2024,11:39:07,"Near coast of Chiapas, Mexico",6.3,71,14.87 N,92.04 W,A,-
12/05/2024,11:02:30,East coast of Kamchatka,5.1,127,56.14 N,161.11 E,A,-
12/05/2024,10:19:13,North coast of colombia,4.9,31,11.73 N,73.53 W,A,-
12/05/2024,08:50:51,22 Km NE of Chilas,3.5,27,35.49 N,74.33 E,M,-
12/05/2024,08:10:38,Afghanistan-Tajikistan Border Region,3.9,101,37.41 N,71.65 E,M,-
12/05/2024,06:31:51,"Kermadic Island region, New Zealand",4.8,415,28.65 S,179.82 W,A,-
12/05/2024,03:26:37,"kermadec islands, New Zealand",5.1,186,30.29 S,178.16 W,A,-
11/05/2024,18:27:04,Vanuatu Islands,5.3,10,15.03 S,168.40 E,A,-
11/05/2024,13:21:47,Armenia-Azarbaijan-Iran border region,4.9,10,38.76 N,48.62 E,A,-
11/05/2024,10:26:47,Southern Iran,4.7,100,27.48 N,60.37 E,A,-
10/05/2024,22:11:37,Afghanistan-Tajikistan Border Region,3.8,96,36.15 N,71.53 E,M,-
10/05/2024,19:34:41,"South of Java, Indonesia",4.8,12,9.35 S,112.98 E,A,-
10/05/2024,15:20:43,"Southern Sumatra, Indonesia",5.3,13,3.38 S,101.47 E,A,-
10/05/2024,11:48:46,"New Britain region, Papua New Guinea",5.4,77,5.20 S,151.91 E,A,-
10/05/2024,07:45:19,Taiwan,5.7,10,24.21 N,121.85 E,A,-
10/05/2024,01:52:25,Tajikistan-Xinjiang Border Region,4.6,14,37.55 N,74.50 E,A,-
10/05/2024,01:18:05,Afghanistan-Tajikistan Border Region,4.2,60,38.66 N,71.34 E,M,-
10/05/2024,00:35:41,"Hindu Kush Region, Afghanistan",3.1,80,36.28 N,69.94 E,M,-
10/05/2024,00:35:36,"New ireland Region, PNG",5.0,139,2.57 S,152.45 E,A,-
09/05/2024,21:54:35,Tajikistan,3.3,22,37.54 N,72.27 E,M,-
09/05/2024,21:40:41,Afghanistan-Tajikistan Border Region,3.0,140,36.58 N,71.26 E,M,-
09/05/2024,19:11:48,Afghanistan-Tajikistan Border Region,3.9,110,37.94 N,70.01 E,M,-
09/05/2024,17:25:27,Tajikistan,3.7,140,38.86 N,69.18 E,M,-
09/05/2024,16:55:00,Tajikistan,3.5,75,37.76 N,72.45 E,M,-
09/05/2024,13:55:12,Afghanistan-Tajikistan Border Region,4.4,315,37.02 N,69.69 E,M,-
09/05/2024,04:14:20,37 Km West of Gilgit,3.3,25,35.82 N,73.92 E,M,-
09/05/2024,01:54:19,Afghanistan-Tajikistan Border Region,3.9,87,37.36 N,71.31 E,M,-
09/05/2024,01:04:28,Afghanistan-Tajikistan Border Region,3.5,202,36.51 N,71.20 E,M,-
08/05/2024,23:11:01,44 km Southeast of Abbottabad,2.8,35,33.97 N,73.64 E,M,-
08/05/2024,21:47:25,23 km South of Quetta,3.3,30,30.0 N,67.04 E,M,-
08/05/2024,18:25:49,9 Km East of Haripur,3.2,23,34.00 N,73.03 E,M,-
08/05/2024,17:19:42,Afghanistan-Tajikistan Border Region,3.3,108,36.88 N,72.47 E,M,-
08/05/2024,11:38:30,"Southern Xinjiang, China",3.6,250,38.80 N,75.88 E,M,-
08/05/2024,11:31:38,Taiwan,4.4,10,25.28 N,121.02 E,A,-
08/05/2024,11:06:20,Vanuatu Islands,5.4,10,15.17 N,168.30 E,A,-
08/05/2024,10:47:31,Kyrgyzstan-Xinjiang Border Region,3.6,250,40.24 N,77.60 E,M,-
08/05/2024,10:05:04,Tajikistan,3.9,164,37.57 N,72.02 E,M,-
08/05/2024,10:01:00,Chile Bolivia Border region,5.1,114,21.39 N,68.35 W,A,-
08/05/2024,08:17:17,Vanuatu Islands,6.1,10,15.55 S,168.03 E,A,-
08/05/2024,04:51:46,Afghanistan-Tajikistan Border Region,4.0,88,36.42 N,71.29 E,M,-
08/05/2024,01:31:37,"Hindu Kush Region, Afghanistan",3.8,88,36.06 N,70.96 E,M,-
07/05/2024,23:54:05,Afghanistan-Tajikistan Border Region,3.8,183,36.61 N,71.20 E,M,-
07/05/2024,20:19:31,"Bonin Islands, Japan Region",4.8,444,27.18 N,140.25 E,A,-
07/05/2024,13:12:52,"Mindanao, Philippines",5.1,10,5.71 N,124.72 E,A,-
07/05/2024,10:07:53,Tajikstan,3.9,150,37.30 N,72.14 E,M,-
07/05/2024,08:03:08,"Samar, Philippines",4.7,111,11.20 N,125.74 E,A,-
07/05/2024,06:16:24,Tajikistan,4.2,141,39.22 N,71.00 E,M,-
06/05/2024,20:03:55,Banda Sea,5.2,149,7.95 S,128.89 E,A,-
06/05/2024,17:52:48,Tajikstan,3.6,202,37.32 N,72.34 E,M,-
06/05/2024,16:26:05,Tajikstan,4.7,147,38.51 N,68.93 E,A,-
06/05/2024,13:06:07,"Hindu Kush Region, Afghanistan",3.9,201,36.27 E,70.46 E,M,-
06/05/2024,11:12:04,Near North Coast of Easteren Siberia,5.5,10,68.34 N,179.38 W,A,-
06/05/2024,09:52:44,Taiwan,5.4,10,23.67 N,121.56 E,A,-
06/05/2024,09:47:19,"Hindu Kush Region, Afghanistan",3.7,184,36.43 N,70.30 E,M,-
06/05/2024,08:55:58,Norwegian Sea,4.6,109,64.95 N,02.17 W,A,-
06/05/2024,06:30:31,Chile- Bolivia Border Region,5.0,101,20.93 S,68.90 W,A,-
06/05/2024,06:28:00,AFGHANISTAN TAJIKISTAN BORDER REGION,3.3,70,36.75 N,71.99 E,M,-
05/05/2024,23:18:38,"Hindu Kush Region, Afghanistan",3.4,165,35.01 N,68.67 E,M,-
05/05/2024,22:07:06,Afghanistan-Tajikistan Border Region,2.6,93,36.05 N,71.79 E,M,-
05/05/2024,20:37:19,"Seram, Indonesia",5.5,75,3.58 S,130.88 E,A,-
05/05/2024,19:08:47,"Luzon, Philippine",5.0,10,14.97 N,121.16 E,A,-
05/05/2024,18:33:15,"Seram,Indonesia",6.0,45,3.36 S,130.89 E,A,-
05/05/2024,18:10:26,New Britain papua guinea,5.4,10,5.38 S,152.92 E,A,-
05/05/2024,17:12:55,Central East pacific Rise,4.6,10,6.36 S,107.27 W,A,-
05/05/2024,15:51:13,Afghanistan-Tajikistan Border Region,3.8,121,37.59 N,70.29 E,M,-
05/05/2024,15:49:38,12 Km NE of Batgaram,3.2,28,34.75 N,73.13 E,M,-
05/05/2024,15:40:24,Eastern New Guneia P.N.G,5.3,111,5.76 S,146.80 E,A,-
05/05/2024,12:37:20,55Km Northwest of Chilas,2.9,85,35.73 N,73.53 E,M,-
05/05/2024,10:39:57,"Seram,Indonesia",4.6,45,3.26 S,130.83 E,A,-
05/05/2024,09:51:40,Afghanistan-Tajikistan Border Region,3.6,194,36.66 N,71.20 E,M,-
05/05/2024,08:57:54,Eastern New Guneia P.N.G,5.5,65,6.37 S,146.87 E,A,-
05/05/2024,08:27:47,South of Alaska,5.5,15,52.77 N,163.79 W,A,-
05/05/2024,07:13:44,Fiji Islands Region,5.4,35,19.35 S,176.03 W,A,-
05/05/2024,06:15:57,Kermadec Island region,5.2,374,29.61S,179.17W,A,-
05/05/2024,05:44:21,"Western Caroline Islands, Micronesia",5.6,61,10.97N,141.27E,A,-
05/05/2024,00:54:37,Afghanistan-Tajikistan Border Region,3.2,149,36.42 E,72.11 E,M,-
04/05/2024,22:18:14,Tajikstan- Xinjiang Border Region,3.2,17,37.80 N,74.36 E,M,-
04/05/2024,21:14:14,"Hindu Kush Region, Afghanistan",4.0,123,36.36 N,70.93 E,M,-
04/05/2024,13:20:52,Tajikstan,4.1,131,37.62 N,72.59 E,M,-
04/05/2024,05:52:32,North of Ascension Island,5.5,90,1.27 S,15.12W,A,-
04/05/2024,04:11:44,Tajikstan- Xinjiang Border Region,3.7,227,38.13 N,73.80 E,M,-
04/05/2024,03:17:45,Vanatu Islandas,5.1,203,14.69 S,167.30 E,A,-
03/05/2024,23:26:47,"13 km North of Chitral,K.P.K",2.9,56,35.97 N,71.83 E,M,-
03/05/2024,22:47:39,Solomon Islands,5.2,151,5.55 S,154.41 E,A,-
03/05/2024,10:16:35,Leyte Philippines,5.8,107,10.76 N,125.36 E,A,-
03/05/2024,05:53:51,"Hindu Kush Region, Afghanistan",4.2,195,36.44 N,70.88 E,M,-
03/05/2024,03:50:45,"Hindu Kush Region, Afghanistan",4.4,123,35.96 N,70.35 E,M,-
03/05/2024,01:17:17,Southeastern Afghanistan,3.1,61,34.70 N,70.59 E,M,-
03/05/2024,00:09:57,Afghanistan-Tajikistan Border Region,3.9,140,37.00 N,71.17 E,M,-
02/05/2024,22:58:19,Kyrgyzstan-Xinjiang Border Region,3.8,217,40.04 N,76.10 E,M,-
02/05/2024,22:46:37,Near Turbat,4.2,13,25.99 N,63.03 E,M,-
02/05/2024,20:30:17,21 km North East of Balakot,2.9,30,34.74 N,73.41 E,M,-
02/05/2024,16:39:53,83 Km NW of Gilgit,4.1,45,36.55 N,73.61 E,M,-
02/05/2024,15:02:45,Afghanistan-Tajikistan Border Region,3.4,196,36.83 N,71.57 E,M,-
02/05/2024,11:05:29,"Fox Islands , Aleutian Islands",5.2,10,52.24 N,169.39 W,A,-
02/05/2024,08:27:12,Lake Tanganyika Region,4.6,30,4.84 S,29.32 E,A,-
02/05/2024,07:10:52,"Fox Islands, Aleutian Islands",5.3,10,52.44 N,169.73 W,A,-
02/05/2024,07:06:26,"Fox Islands, Aleutian Islands",5.1,10,52.13 N,169.45 W,A,-
02/05/2024,06:58:04,"Fox Islands, Aleutian Islands",5.0,30,52.32 N,169.49 W,A,-
02/05/2024,06:36:34,South Sandwich Islands Region,5.7,24,55.80 S,26.97 W,A,-
02/05/2024,04:23:53,Southern Iran,4.8,88,27.94 N,57.63 E,A,-
02/05/2024,02:07:31,Taiwan Region,5.0,10,22.48 N,121.26 E,A,-
01/05/2024,23:45:36,"New Britain Region, Papua New Guinea",5.7,83,5.63 S,150.40 E,A,-
01/05/2024,23:32:05,Afghanistan-Tajikistan Border Region,3.9,79,36.32 N,71.23,M,-
01/05/2024,21:21:18,Socotra Region,4.5,14,13.38 N,56.93 E,A,-
01/05/2024,20:35:36,Afghanistan-Tajikistan Border Region,4.2,188,36.70 N,71.27 E,A,-
01/05/2024,19:17:38,Kyrgyzstan-Xinjiang Border Region,5.1,82,40.75 N,77.16 E,A,-
01/05/2024,18:43:58,Southeastern Afghanistan,3.8,71,34.05 N,69.56 E,M,-
01/05/2024,16:52:23,Afghanistan-Tajikistan Border Region,3.5,84,36.07 N,71.76 E,M,-
01/05/2024,16:40:46,"Hindu Kush Region, Afghanistan",4.2,81,35.86 N,69.02 E,M,-
01/05/2024,15:32:44,64 Km SW of Chitral,3.8,63,35.71 N,71.13 E,M,-
01/05/2024,13:34:28,Afghanistan-Tajikistan Border Region,3.3,180,36.37 N,70.75 E,M,-
01/05/2024,13:34:18,Southern Iran,4.3,246,29.35 N,57.96 E,M,-
01/05/2024,10:33:58,"Hindu Kush Region, Afghanistan",4.6,90,35.36 N,70.01 E,M,-
01/05/2024,03:38:54,NorthWestern Balkan Region,4.6,40,45.21 N,15.55 E,A,-
01/05/2024,01:37:56,Tajikistan,4.5,14,39.43 N,71.80 E,A,-
01/05/2024,01:24:50,Chile- Bolivia Border Region,5.3,89,21.53 S,68.93 W,A,-
30/04/2024,22:33:38,Afghanistan-Tajikistan Border Region,3.9,152,36.89 N,71.94 E,M,-
30/04/2024,20:57:24,Southeastern Afghanistan,3.9,50,33.81 N,68.45 E,M,-
30/04/2024,20:03:46,Kashmir-India Border Region,3.7,45,33.60 N,76.97 E,M,-
30/04/2024,17:51:11,Northern Atlantic Ocean,5.3,15,13.80 N,58.26 W,A,-
30/04/2024,14:30:39,South Sandwich Islands Region,5.7,5,55.66 S,26.92 W,A,-
30/04/2024,13:52:49,Northern Molucca Sea,5.6,94,2.30 N,126.76 E,A,-
30/04/2024,11:52:09,Afghanistan-Tajikistan Border Region,3.6,180,37.58 N,71.86 E,M,-
30/04/2024,11:25:02,South of Fiji Islands,5.2,547,25.06 N,179.45 E,M,-
30/04/2024,10:16:52,Afghanistan-Tajikistan Border Region,3.8,120,36.80 N,71.11 E,M,-
30/04/2024,07:28:08,Tonga Islands,5.2,10,20.23 S,173.73 W,A,-
29/04/2024,20:22:09,North East cost of Kamchatka,4.4,85,51.40N,158.73E,A,-
29/04/2024,19:08:31,Myanmar,4.9,35,17.67N,64.31E,A,-
29/04/2024,14:38:28,Solomon Islands,5.1,94,10.07 S,161.46 E,A,-
29/04/2024,14:26:25,"Hindu Kush Region, Afghanistan",3.7,200,35.11 N,70.36 E,M,-
29/04/2024,13:33:38,Vanuatu Islands Region,5.7,5,14.13 S,170.87 E,A,-
29/04/2024,12:06:03,"Southern Xinjiang, China",3.9,165,39.45 N,77.72 E,M,-
29/04/2024,11:21:05,42 Km SW of Chitral,3.1,25,35.69 N,71.39 E,M,-
29/04/2024,04:24:40,"Crete, Greece",4.9,10,35.60 N,25.30 E,A,-
29/04/2024,02:43:07,Kurill Islands,5.0,10,46.90 N,152.69 E,A,-
29/04/2024,01:13:32,Tajikistan,4.2,180,37.94 N,72.60 E,M,-
28/04/2024,20:45:40,Myanmar,4.7,10,25.48 N,96.59 E,A,-
28/04/2024,20:44:07,SouthEastern Afghanistan,3.8,120,33.75 N,69.54 E,M,-
28/04/2024,16:16:12,NEAR EAST COAST OF HONSHU JAPAN,4.4,57,37.39 N,141.04 E,M,-
28/04/2024,12:55:34,Fiji Islands Region,5.8,150,21.63S,176.40W,A,-
28/04/2024,11:31:11,Kyrgyzstan-Xinjiang Border Region,4.9,10,41.45 N,79.03 E,A,-
28/04/2024,10:05:48,Afghanistan-Tajikistan Border Region,3.4,144,36.23N,71.56E,M,-
28/04/2024,06:23:55,Tajikistan,4.4,100,38.28 N,72.57E,M,-
28/04/2024,00:37:20,Ethiopia,5.2,10,15.77 N,39.80 E,A,-
27/04/2024,22:58:01,"Volcano Islands,Japan Region",5.3,10,22.07 N,143.36 E,A,-
27/04/2024,22:55:45,Northwestern Kashmir,2.0,6,35.58 N,74.07 E,M,-
27/04/2024,20:59:36,"Mindanao, Philippines",5.0,54,8.63 N,126.76 E,A,-
27/04/2024,20:44:42,Ethiopia,4.8,10,15.76 N,39.66 E,A,-
27/04/2024,20:43:31,"Eastern Honshu, Japan",4.4,281,35.00 N,137.46 E,A,-
27/04/2024,19:25:46,Afghanistan-Tajikistan Border Region,2.7,107,36.40 N,72.47 E,M,-
27/04/2024,18:25:26,"Hindu Kush Region, Afghanistan",4.3,245,36.34 N,70.37 E,M,-
27/04/2024,17:58:10,"Mindanao,Philippines",5.0,10,8.79 N,126.11 E,A,-
27/04/2024,17:35:33,"Hindu Kush Region, Afghanistan",3.9,204,36.33 N,70.38 E,M,-
27/04/2024,16:37:58,South China Sea,6.5,10,7.52 N,115.28 E,A,-
27/04/2024,16:29:45,"Java, Indonesia",6.2,10,7.96 S,107.29 E,A,-
27/04/2024,14:36:04,Tonga Islands,5.5,10,20.20 S,175.01 W,A,-
27/04/2024,10:46:16,Banda Sea,5.3,10,6.02 S,129.94 E,A,-
27/04/2024,09:36:58,Afghanistan-Tajikistan Border Region,4.1,127,36.16 N,71.49 E,M,-
27/04/2024,08:35:35,"Bonin Islands, Japan Region",6.3,502,27.87 N,139.61 E,A,-
27/04/2024,01:43:48,Mid-Indian Ridge,5.2,10,36.98 S,78.15 E,A,-
26/04/2024,22:23:42,Mid-Indian Ridge,5.4,10,36.57 S,78.40 E,A,-
26/04/2024,18:21:21,Taiwan,5.7,10,21.15 N,121.78 E,A,-
26/04/2024,17:36:39,Kashmir-India Border Region,3.8,85,32.95 N,76.87 E,M,-
26/04/2024,13:43:15,"South Of Bali, Indonesia",5.0,10,10.78 S,114.85 E,A,-
26/04/2024,12:28:26,Taiwan,4.9,10,24.06 N,120.67 E,A,-
26/04/2024,08:37:55,Off Coast of Central America,4.8,10,11.94 N,89.03 W,A,-
26/04/2024,02:49:47,Chitral,3.4,56,35.90 N,71.78 E,M,-
26/04/2024,02:32:01,Afghanistan-Tajikistan Border Region,3.5,86,37.22 N,71.69 E,M,-
26/04/2024,02:21:04,Northwestern Kashmir,3.0,30,35.73 N,74.28 E,M,-
26/04/2024,00:35:11,8 km Northwest of Quetta,2.6,13,30.25 N,66.96 E,A,-
25/04/2024,21:45:26,"Bonin Islands, Japan Region",4.8,14,28.37 N,142.96 E,A,-
25/04/2024,21:04:30,"Hindu Kush Region, Afghanistan",3.9,61,36.76 N,70.97 E,M,-
25/04/2024,19:11:34,Southeastern Afghanistan,3.7,87,34.02 N,69.84 E,M,-
25/04/2024,18:00:21,Eastern Kashmir,3.5,51,35.59 N,76.33 E,M,-
25/04/2024,16:36:45,Eastern Kashmir,3.3,65,35.69 N,76.40 E,M,-
25/04/2024,12:31:57,"Hindu Kush Region, Afghanistan",3.8,115,36.54 N,70.86 E,M,-
25/04/2024,09:24:48,Kyrgyzstan-Xinjiang Border Region,4.8,10,41.20 N,78.46 E,A,-
25/04/2024,09:09:05,Mariana Islands,4.9,10,14.68 N,146.68 E,A,-
25/04/2024,05:09:27,SouthEastern Afghanistan,4.5,110,33.69 N,68.53 E,M,-
25/04/2024,05:07:35,Kermadec Islands Region,5.3,166,31.36 S,179.25 W,A,-
25/04/2024,04:20:16,Philippines Islands Region,5.1,10,7.82 N,127.02 E,A,-
25/04/2024,01:55:12,Tajikistan,3.6,205,37.42 N,72.12 E,M,-
24/04/2024,23:45:56,Kashmir-India Border Region,4.0,45,32.82 N,77.37 E,M,-
24/04/2024,23:26:48,Afghanistan-Tajikistan Border Region,3.3,219,36.57 N,71.13 E,M,-
24/04/2024,22:44:29,Afghanistan-Tajikistan Border Region,3.1,204,36.89 N,71.59 E,M,-
24/04/2024,21:17:23,"Mindanao,Philippines",4.4,470,5.78 N,124.28 E,A,-
24/04/2024,20:18:27,Central Mediterranean Sea,4.5,10,35.98 N,21.66 E,A,-
24/04/2024,18:12:07,Taiwan,5.3,10,25.37 N,120.82 E,A,-
24/04/2024,17:01:04,Minahassa Peninsula Sulowesi,5.2,186,0.04 N,122.53 E,A,-
24/04/2024,15:49:36,"Near Mlir, Karachi",3.2,12,24.93 N,67.13 E,M,-
24/04/2024,15:24:53,Santa Cruz Islands,5.3,206,11.81 S,166.46 E,A,-
24/04/2024,11:40:05,"Near East Coast Of Honshu, Japan",5.1,31,36.43 N,140.55 E,A,-
24/04/2024,07:22:14,"Bonin Islands, Japan Region",5.2,29,28.71 N,142.59 E,A,-
24/04/2024,05:53:34,Tonga Islands,5.2,239,18.94 S,175.72 W,A,-
24/04/2024,05:27:46,Kermadec Islands Region,5.9,10,29.68 S,176.21 W,A,-
24/04/2024,05:19:02,Reykjanes Ridge,4.2,125,52.88 N,35.02 E,A,-
24/04/2024,03:35:28,Tajikistan,3.9,25,37.63 N,72.36 E,M,-
24/04/2024,01:23:55,Southeast of Loyalty Islands,5.5,14,22.79 S,171.85 E,A,-
24/04/2024,01:20:45,South of Panama,5.1,15,7.60 N,82.26 W,A,-
24/04/2024,00:44:34,18 Km Southeast of Pind Dadan Khan,3.4,40,32.44 N,73.10 E,M,-
23/04/2024,22:42:24,Fiji Islands Region,5.4,538,17.55 S,178.82 W,A,-
23/04/2024,15:54:25,"Hindu Kush Region, Afghanistan",3.7,120,35.20 N,69.55 E,M,-
23/04/2024,15:40:10,"Azores Islands, Portugal",4.5,45,38.28 N,30.84 W,A,-
23/04/2024,14:42:25,"Hindu Kush Region, Afghanistan",3.8,210,36.52 N,69.17 E,M,-
23/04/2024,14:15:30,"Hindu Kush Region, Afghanistan",3.0,128,35.98 N,70.53 E,M,-
23/04/2024,13:05:44,Northern Mid-Atlantic Ridge,5.4,10,50.26 N,28.31 W,A,-
23/04/2024,13:05:44,Northern Mid-Atlantic Ridge,5.4,10,50.26 N,28.31 W,A,-
23/04/2024,12:59:09,Afghanistan-Tajikistan Border Region,3.2,196,36.97 N,72.54 E,M,-
23/04/2024,11:56:08,11 km SE of Chitral,3.2,56,35.83 N,71.92 E,M,-
23/04/2024,07:59:11,"Eastern New Guinea Reg., P.N.G.",5.3,64,6.00 S,147.38 E,A,-
23/04/2024,05:56:33,Banda Sea,4.7,394,6.09 S,127.61 E,M,-
23/04/2024,02:21:04,Taiwan,5.3,36,23.87 N,121.70 E,A,-
23/04/2024,01:45:48,Taiwan,5.3,36,23.81 N,121.61 E,A,-
23/04/2024,01:30:00,"Hindu Kush Region, Afghanistan",4.7,61,36.60 N,68.34 E,A,-
23/04/2024,00:04:10,Taiwan,5.6,36,23.79 N,121.64 E,A,-
22/04/2024,21:31:43,Taiwan,5.5,38,23.94 N,121.42 E,A,-
